id,age,death_date,age_standard_deviation,age_at_death,latitude,longitude,y_haplogroup,mtdna_haplogroup
I11527,3943,-1920,42,..,41.431467,75.885481,..,HV14
BDY001,2225,-202,50,..,49.33,75.12,n/a (female),D4j
BDY002,2255,-232,62,..,49.33,75.12,n/a (female),D4b1
BDY003,2123,-100,79,..,49.33,75.12,..,A8a1
DA106,735,1288,37,..,42.074722,76.963889,..,C4b1a
DA116,761,1262,48,..,42.074444,76.961111,n/a (female),G2a+152
DA118,851,1172,39,..,42.074444,76.966667,n/a (female),F2g
DA99,757,1266,58,..,42.067222,76.962778,n/a (female),C4a2c
DA117,139,1884,83,..,42.074444,76.966667,..,H6a1b
CHK001,2373,-350,35,..,42.49,78.38,n/a (female),H1
CHK002,2522,-499,105,..,42.49,78.38,n/a (female),U4a2
CHK003,2539,-516,103,..,42.49,78.38,n/a (female),..
CHK005,2050,-27,115,..,42.49,78.38,n/a (female),U1a
KEN001,2202,-179,73,..,42.2,75.52,..,A16
KEN002,2406,-383,51,..,42.2,75.52,n/a (female),U4a1a
KEN003,2151,-128,115,..,42.2,75.52,..,G2a3
CHK004,1129,894,40,..,42.49,78.38,..,F1b1f
DA70,1802,221,56,..,41.50138889,75.79472222,n/a (female),C4a1a+195
DA81,1656,367,59,..,41.615,74.98583333,..,A16
DA85,1666,357,57,..,41.615,74.98583333,..,NA
DA98,1802,221,58,..,42.159444,77.406389,n/a (female),J1d6
DA100,1615,408,57,..,42.156667,77.405556,..,C4b1
DA101,1664,359,38,..,42.159444,77.406389,..,NA
DA104,1600,423,202,..,42.156944,77.405556,n/a (female),F1b1+@152
DA385,1458,565,46,..,41.50138889,75.79472222,..,H13a2a
DA52,1472,551,41,..,41.42805556,75.32972222,..,G2a1d2
DA54,1594,429,50,..,41.42805556,75.32972222,..,C4+152+16093
DA65,1494,529,58,..,41.50138889,75.79472222,..,N9a9
DA66,1435,588,48,..,41.50138889,75.79472222,n/a (female),H6b2
DA68,1354,669,28,..,41.50138889,75.79472222,n/a (female),M11a
DA69,1509,514,57,..,41.50138889,75.79472222,n/a (female),U5b2a1a2
DA72,1575,448,67,..,41.50138889,75.79472222,n/a (female),M10a1+16129
DA73,1618,405,57,..,41.50138889,75.79472222,..,G2a1
DA74,1492,531,61,..,41.50138889,75.79472222,..,H7b
DA80,1600,423,65,..,41.50138889,75.79472222,n/a (female),A1a
DA82,1779,244,57,..,41.615,74.98583333,n/a (female),K2a5
DA96,1608,415,50,..,42.156944,77.405556,..,D4j5
DA71,1627,396,46,..,43.06861111,68.24888889,n/a (female),A16
DA105,1739,284,49,..,42.156944,77.405556,..,F1b1+@152
DA56,2043,-20,55,..,43.06861111,68.24888889,..,HV6
DA53,2372,-349,58,..,41.42805556,75.32972222,n/a (female),U5a1a1
DA47,2063,-40,73,..,41.42805556,75.32972222,..,C4
DA48,2200,-177,202,..,41.42805556,75.32972222,..,H4d
DA49,2209,-186,69,..,41.42805556,75.32972222,..,T2a1
DA50,2300,-277,173,..,41.42805556,75.32972222,n/a (female),U5a1d2b
DA51,2229,-206,58,..,41.42805556,75.32972222,..,H2a1
DA55,1976,47,49,..,41.42805556,75.32972222,..,HV6
DA57,2065,-42,57,..,41.49972222,75.80416667,..,D4j8
DA58,2060,-37,57,..,41.49972222,75.80416667,..,W1c
DA59,2149,-126,86,..,43.06861111,68.24888889,..,D4j8
DA86,1461,562,46,..,43.06861111,68.24888889,..,C4b1
La727,2328,-305,48,..,20.2098,103.401,n/a (female),N9a6
La368,7872,-5849,47,..,18.4,104.48,..,M5
La364,2987,-964,54,..,20.2098,103.4118,..,F1a1a1
La898,5951,-3928,2309,..,20.2098,103.401,..,N9a6
Kivutkalns153,2633,-610,80,..,56.852,24.272,..,U5a1a1
Kivutkalns164,2423,-400,72,..,56.852,24.272,..,U5a2a1
Kivutkalns19,2433,-410,73,..,56.852,24.272,..,H10a
Kivutkalns194,2298,-275,59,..,56.852,24.272,..,T1a1b
Kivutkalns207,2600,-577,74,..,56.852,24.272,n/a (female),H1b2
Kivutkalns209,2616,-593,74,..,56.852,24.272,..,J1b1a1
Kivutkalns215,2559,-536,96,..,56.852,24.272,n/a (female),H1c
Kivutkalns222,2473,-450,97,..,56.852,24.272,..,U5a1c1
Kivutkalns25,2637,-614,81,..,56.852,24.272,..,H28a
Kivutkalns42,2697,-674,69,..,56.852,24.272,n/a (female),H1b1
I4432,7958,-5935,41,5-Mar,56.2833,25.1333,..,U5a2c
I4434,7441,-5418,50,..,56.2833,25.1333,..,U5a2d
I4438,7248,-5225,53,3-Feb,56.2833,25.1333,..,U4b1a
I4439,7646,-5623,36,..,56.2833,25.1333,..,U5b1d1
I4440,7074,-5051,54,..,56.2833,25.1333,..,U4a1
I4441,6718,-4695,38,..,56.2833,25.1333,..,U5a1c
I4550,8489,-6466,38,adult ,56.2833,25.1333,..,U5b2a+@16192
I4551,7670,-5647,32,..,56.2833,25.1333,..,U5a2
I4552,7369,-5346,30,2-Jan,56.2833,25.1333,n/a (female),U5a1d
I4553,7370,-5347,29,..,56.2833,25.1333,..,U5a1c
I4595,7637,-5614,24,..,56.2833,25.1333,n/a (female),U2e1h
I4596,7970,-5947,28,2-Jan,56.2833,25.1333,..,U5a2d
I4626,7677,-5654,57,..,56.2833,25.1333,..,U2e1h
I4628,7033,-5010,108,..,56.2833,25.1333,..,U5a2d
I4630,9218,-7195,111,..,56.2833,25.1333,..,U5a2c
I4632,8316,-6293,67,..,56.2833,25.1333,n/a (female),U5a1c
I4628,7033,-5010,108,..,56.2833,25.1333,..,U5a2d
I4632,8316,-6293,67,..,56.2833,25.1333,n/a (female),U5a1c
I4626,7677,-5654,57,..,56.2833,25.1333,..,U2e1
I4629,4842,-2819,101,..,56.2833,25.1333,n/a (female),U5a1b
I4629,4842,-2819,101,..,56.2833,25.1333,n/a (female),U5a1
I4437,6164,-4141,79,..,56.2833,25.1333,n/a (female),U5a1d2
I4627,6071,-4048,81,..,56.2833,25.1333,..,U4a1
I4631,5997,-3974,88,..,56.2833,25.1333,n/a (female),U4
I4627,6071,-4048,81,..,56.2833,25.1333,..,U4a1
I4436,6109,-4086,70,4-Feb,56.2833,25.1333,..,U4a1
I4435,5972,-3949,50,..,56.2833,25.1333,n/a (female),U4a1
I4554,5946,-3923,39,infant,56.2833,25.1333,n/a (female),U4d1
SFI-11,1984,39,47,..,33.896528,35.511667,..,..
SFI-15,2027,-4,53,..,33.896528,35.511667,..,..
SFI-24,1946,77,37,..,33.896528,35.511389,n/a (female),..
SFI-33,1804,219,50,..,33.896528,35.511389,n/a (female),..
SFI-12,2123,-100,77,..,33.896528,35.511667,..,..
SFI-20,2043,-20,49,..,33.896528,35.511667,n/a (female),..
SFI-5,2159,-136,85,..,33.896528,35.511667,..,..
SFI-55,2720,-697,133,..,33.896667,35.509444,..,..
SFI-56,2720,-697,133,..,33.896667,35.509444,n/a (female),..
SFI-43,2487,-464,102,..,33.896389,35.508333,n/a (female),..
SFI-44,2385,-362,60,..,33.896389,35.508333,..,..
SFI-34,2385,-362,61,..,33.896389,35.508333,..,..
SFI-35,2385,-362,61,..,33.896389,35.508333,..,..
SFI-36,2385,-362,61,..,33.896389,35.508333,n/a (female),..
SFI-39,2385,-362,61,..,33.896389,35.508333,..,..
SFI-42,2415,-392,63,..,33.896389,35.508333,..,..
SFI-45,2385,-362,61,..,33.896389,35.508333,..,..
SFI-47,2385,-362,61,..,33.896389,35.508333,..,..
SFI-50,2385,-362,61,..,33.896389,35.508333,n/a (female),..
ERS1790729,3750,-1727,58,..,33.561623,35.371184,n/a (female),H1bc
ERS1790730,3650,-1627,58,..,33.561623,35.371184,n/a (female),K1a2
ERS1790731,3750,-1727,58,..,33.561623,35.371184,n/a (female),R2
ERS1790732,3650,-1627,58,..,33.561623,35.371184,..,HV1b1
ERS1790733,3775,-1752,64,..,33.561623,35.371184,..,N1a3a
SI-41,710,1313,18,..,33.560556,35.398056,..,HV0a 
SI-39,702,1321,22,..,33.560556,35.398056,..,H5' 36 
SI-47,800,1223,87,..,33.560556,35.398056,..,H2a5 
SI-44,800,1223,87,..,33.560556,35.398056,..,HV1b 
SI-53,851,1172,40,..,33.560556,35.398056,..,T2
SI-40,800,1223,87,..,33.560556,35.398056,..,U5a1g 
SI-38,800,1223,87,..,33.560556,35.398056,..,J1b4a1 
SI-42,725,1298,41,..,33.560556,35.398056,..,J1b1a1 
SI-45,698,1325,17,..,33.560556,35.398056,..,J1d1a1 
QED-12,1525,498,130,..,34.0522,35.7758,n/a (female),H2a5 
QED-2,1610,413,50,..,34.0522,35.7758,..,T1
QED-4,1406,617,57,..,34.0522,35.7758,n/a (female),U3b
QED-7,1627,396,47,..,34.0522,35.7758,n/a (female),HV1b 
S_Lemande-1,0,2023,0,..,4.5,11.08,n/a (female),..
S_Lemande-2,0,2023,0,..,4.5,11.08,..,..
Les_Cottes_final,42846,-40823,163,..,..,..,n/a (female),..
lez49,0,2023,0,..,42.116667,48.183333,..,..
S_Lezgin-2,0,2023,0,..,42.116667,48.183333,..,..
Turlojiske1,2819,-796,34,..,54.362,23.333,..,T2b
Turlojiske1932,3036,-1013,84,..,54.362,23.333,n/a (female),U5a2a1
Turlojiske3,2846,-823,62,..,54.362,23.333,..,H4a1a1a3
Turlojiske5,3300,-1277,433,..,54.362,23.333,..,H5
Donkalnis6,6569,-4546,55,..,55.808,22.422,n/a (female),U5a2e
Donkalnis7,7110,-5087,114,..,55.808,22.422,..,U5a2d1
Kretuonas1,6123,-4100,139,..,55.26,26.098,n/a (female),U5b1
Kretuonas2,6150,-4127,751,..,55.26,26.098,..,U5b2b
Kretuonas4,6150,-4127,751,..,55.26,26.098,n/a (female),U5b1b1a
Spiginas1,6263,-4240,46,..,55.768,22.417,..,H11a
Donkalnis1,6150,-4127,751,..,55.808,24.422,n/a (female),U5b1
Kretuonas2,6150,-4127,751,..,55.26,26.098,..,U5b2b
DA171,1600,423,173,..,55.743786,24.228036,..,H2a1
RISE598,2653,-630,115,..,54.358,23.302,..,H2a2
Gyvakarai1_10bp,4495,-2472,43,..,55.918,24.913,..,K1b2a
Plinkaigalis241,4528,-2505,103,..,55.41,23.647,n/a (female),I2
Plinkaigalis242,4842,-2819,131,..,55.41,23.647,n/a (female),W6a
Spiginas2,3880,-1857,92,..,55.768,22.417,..,I4a
Donkalnis4,7823,-5800,71,..,55.808,24.422,..,U5b2c1
Spiginas4,8276,-6253,65,..,55.768,22.417,n/a (female),U4a2
NA19023,0,2023,0,..,1.3,36.8,n/a (female),..
NA19044,0,2023,0,..,1.3,36.8,..,..
Ayodo_430C,0,2023,0,..,-0.1,34.3,..,..
Ayodo_502C,0,2023,0,..,-0.1,34.3,n/a (female),..
I0001,8025,-6002,64,34-47,49.81,6.4,..,U5b1a
I0001,8025,-6002,64,34-47,49.81,6.4,..,U5b1a
I0001,8025,-6002,64,34-47,49.81,6.4,..,U5b1a
NA19017,0,2023,0,..,1.3,36.8,n/a (female),..
NA19019,0,2023,0,..,1.3,36.8,n/a (female),..
NA19020,0,2023,0,..,1.3,36.8,..,..
NA19023,0,2023,0,..,1.3,36.8,n/a (female),..
NA19024,0,2023,0,..,1.3,36.8,n/a (female),..
NA19025,0,2023,0,..,1.3,36.8,..,..
NA19026,0,2023,0,..,1.3,36.8,..,..
NA19027,0,2023,0,..,1.3,36.8,..,..
NA19028,0,2023,0,..,1.3,36.8,..,..
NA19030,0,2023,0,..,1.3,36.8,n/a (female),..
NA19031,0,2023,0,..,1.3,36.8,..,..
NA19035,0,2023,0,..,1.3,36.8,..,..
NA19036,0,2023,0,..,1.3,36.8,n/a (female),..
NA19037,0,2023,0,..,1.3,36.8,n/a (female),..
NA19038,0,2023,0,..,1.3,36.8,n/a (female),..
NA19041,0,2023,0,..,1.3,36.8,..,..
NA19042,0,2023,0,..,1.3,36.8,n/a (female),..
NA19043,0,2023,0,..,1.3,36.8,..,..
NA19307,0,2023,0,..,1.3,36.8,..,..
NA19308,0,2023,0,..,1.3,36.8,..,..
NA19309,0,2023,0,..,1.3,36.8,..,..
NA19310,0,2023,0,..,1.3,36.8,n/a (female),..
NA19311,0,2023,0,..,1.3,36.8,..,..
NA19312,0,2023,0,..,1.3,36.8,..,..
NA19313,0,2023,0,..,1.3,36.8,n/a (female),..
NA19314,0,2023,0,..,1.3,36.8,n/a (female),..
NA19315,0,2023,0,..,1.3,36.8,n/a (female),..
NA19316,0,2023,0,..,1.3,36.8,n/a (female),..
NA19317,0,2023,0,..,1.3,36.8,..,..
NA19318,0,2023,0,..,1.3,36.8,..,..
NA19319,0,2023,0,..,1.3,36.8,..,..
NA19320,0,2023,0,..,1.3,36.8,n/a (female),..
NA19321,0,2023,0,..,1.3,36.8,n/a (female),..
NA19323,0,2023,0,..,1.3,36.8,n/a (female),..
NA19324,0,2023,0,..,1.3,36.8,n/a (female),..
NA19327,0,2023,0,..,1.3,36.8,n/a (female),..
NA19328,0,2023,0,..,1.3,36.8,n/a (female),..
NA19331,0,2023,0,..,1.3,36.8,..,..
NA19332,0,2023,0,..,1.3,36.8,n/a (female),..
NA19334,0,2023,0,..,1.3,36.8,..,..
NA19338,0,2023,0,..,1.3,36.8,n/a (female),..
NA19346,0,2023,0,..,1.3,36.8,..,..
NA19347,0,2023,0,..,1.3,36.8,..,..
NA19350,0,2023,0,..,1.3,36.8,..,..
NA19351,0,2023,0,..,1.3,36.8,n/a (female),..
NA19355,0,2023,0,..,1.3,36.8,n/a (female),..
NA19360,0,2023,0,..,1.3,36.8,..,..
NA19372,0,2023,0,..,1.3,36.8,..,..
NA19374,0,2023,0,..,1.3,36.8,..,..
NA19375,0,2023,0,..,1.3,36.8,..,..
NA19376,0,2023,0,..,1.3,36.8,..,..
NA19377,0,2023,0,..,1.3,36.8,n/a (female),..
NA19378,0,2023,0,..,1.3,36.8,n/a (female),..
NA19379,0,2023,0,..,1.3,36.8,n/a (female),..
NA19380,0,2023,0,..,1.3,36.8,..,..
NA19383,0,2023,0,..,1.3,36.8,..,..
NA19384,0,2023,0,..,1.3,36.8,..,..
NA19385,0,2023,0,..,1.3,36.8,..,..
NA19390,0,2023,0,..,1.3,36.8,n/a (female),..
NA19391,0,2023,0,..,1.3,36.8,n/a (female),..
NA19393,0,2023,0,..,1.3,36.8,..,..
NA19394,0,2023,0,..,1.3,36.8,..,..
NA19395,0,2023,0,..,1.3,36.8,n/a (female),..
NA19397,0,2023,0,..,1.3,36.8,..,..
NA19399,0,2023,0,..,1.3,36.8,n/a (female),..
NA19401,0,2023,0,..,1.3,36.8,n/a (female),..
NA19403,0,2023,0,..,1.3,36.8,n/a (female),..
NA19404,0,2023,0,..,1.3,36.8,n/a (female),..
NA19428,0,2023,0,..,1.3,36.8,..,..
NA19429,0,2023,0,..,1.3,36.8,..,..
NA19430,0,2023,0,..,1.3,36.8,..,..
NA19431,0,2023,0,..,1.3,36.8,n/a (female),..
NA19434,0,2023,0,..,1.3,36.8,n/a (female),..
NA19435,0,2023,0,..,1.3,36.8,n/a (female),..
NA19436,0,2023,0,..,1.3,36.8,n/a (female),..
NA19437,0,2023,0,..,1.3,36.8,n/a (female),..
NA19438,0,2023,0,..,1.3,36.8,n/a (female),..
NA19439,0,2023,0,..,1.3,36.8,n/a (female),..
NA19440,0,2023,0,..,1.3,36.8,n/a (female),..
NA19443,0,2023,0,..,1.3,36.8,..,..
NA19445,0,2023,0,..,1.3,36.8,n/a (female),..
NA19446,0,2023,0,..,1.3,36.8,n/a (female),..
NA19448,0,2023,0,..,1.3,36.8,..,..
NA19449,0,2023,0,..,1.3,36.8,n/a (female),..
NA19451,0,2023,0,..,1.3,36.8,..,..
NA19452,0,2023,0,..,1.3,36.8,..,..
NA19454,0,2023,0,..,1.3,36.8,..,..
NA19455,0,2023,0,..,1.3,36.8,..,..
NA19456,0,2023,0,..,1.3,36.8,n/a (female),..
NA19457,0,2023,0,..,1.3,36.8,n/a (female),..
NA19461,0,2023,0,..,1.3,36.8,..,..
NA19462,0,2023,0,..,1.3,36.8,n/a (female),..
NA19463,0,2023,0,..,1.3,36.8,n/a (female),..
NA19466,0,2023,0,..,1.3,36.8,..,..
NA19467,0,2023,0,..,1.3,36.8,n/a (female),..
NA19468,0,2023,0,..,1.3,36.8,n/a (female),..
NA19471,0,2023,0,..,1.3,36.8,n/a (female),..
NA19472,0,2023,0,..,1.3,36.8,n/a (female),..
NA19473,0,2023,0,..,1.3,36.8,n/a (female),..
NA19474,0,2023,0,..,1.3,36.8,n/a (female),..
NA19475,0,2023,0,..,1.3,36.8,n/a (female),..
I7231,3169,-1146,55,adult; 30-35 yrs.,41.58,21.94,..,T2b
I10168,3050,-1027,58,adult; 35-40 yrs.,42.01,21.39,..,..
I10166,2250,-227,115,adult; 40-45 yrs.,41.28,22.49,..,..
I10167,2071,-48,45,adult; 50-55 yrs.,41.28,22.49,..,..
I10390,2343,-320,15,adult; 50-55 yrs.,41.28,22.49,..,J1c5d
I10391,2250,-227,115,adult; 50-55 yrs.,41.28,22.49,n/a (female),J1c
I10392,2250,-227,115,adult; 35-40 yrs.,41.28,22.49,..,U5b1b
I10377,2550,-527,58,adult; 50-55 yrs.,42.03,21.64,..,H
I10378,2550,-527,58,adult; 19-21 yrs.,42.03,21.64,n/a (female),T2b
I10379,2591,-568,70,adult; 40-45 yrs.,42.03,21.64,n/a (female),K1a+195
I10381,2586,-563,77,adult; 40-45 yrs.,41.93,21.34,..,U5a1c
I10382,2550,-527,58,adult; 40-45 yrs.,41.93,21.34,n/a (female),H1n+146
I10383,2607,-584,72,adult; 35-40 yrs.,41.28,22.49,n/a (female),U2e1a1
I10384,2550,-527,58,adult; 40-45 yrs.,41.11,20.79,..,H8c
I10385,2591,-568,70,adult; 25-30 yrs.,41.11,20.79,n/a (female),H1e
I10387,2550,-527,58,adult; 40-45 yrs.,41.11,20.79,n/a (female),J1c+16261
I10388,2658,-635,77,Juvenile; 8-10 yrs.,41.11,20.79,..,J1c2
I10389,2550,-527,58,adult; 40-45 yrs.,41.11,20.79,n/a (female),K1a3a
I7233,2800,-777,29,adult; 50-55 yrs.,41.58,21.87,n/a (female),H35
I8112,2614,-591,73,adult; 40-45 yrs.,41.28,22.49,..,H
I10380,2550,-527,58,adult; 30-35 yrs.,41.93,21.34,n/a (female),K1a4a1
I2530,915,1108,31,30-35 years,41.03,21.33,n/a (female),H1
I0676,7792,-5769,64,..,41.9,21.35,..,J1c1
I3881,6700,-4677,722,adult ,41.36,22.88,n/a (female),n/a (<2x)
I10171,3150,-1127,58,adult; 40-45 yrs.,41.58,21.87,n/a (female),..
S_Madiga-1,0,2023,0,..,17.72,83.32,..,..
S_Madiga-2,0,2023,0,..,17.72,83.32,..,..
HGDP00157,0,2023,0,..,26,64,n/a (female),..
HGDP00160,0,2023,0,..,26,64,..,..
HGDP00131,0,2023,0,..,26,64,..,..
HGDP00133,0,2023,0,..,26,64,..,..
HGDP00134,0,2023,0,..,26,64,..,..
HGDP00135,0,2023,0,..,26,64,..,..
HGDP00136,0,2023,0,..,26,64,..,..
HGDP00137,0,2023,0,..,26,64,..,..
HGDP00140,0,2023,0,..,26,64,..,..
HGDP00141,0,2023,0,..,26,64,..,..
HGDP00144,0,2023,0,..,26,64,..,..
HGDP00145,0,2023,0,..,26,64,..,..
HGDP00146,0,2023,0,..,26,64,..,..
HGDP00148,0,2023,0,..,26,64,..,..
HGDP00151,0,2023,0,..,26,64,n/a (female),..
HGDP00153,0,2023,0,..,26,64,n/a (female),..
HGDP00154,0,2023,0,..,26,64,n/a (female),..
HGDP00155,0,2023,0,..,26,64,n/a (female),..
HGDP00157,0,2023,0,..,26,64,n/a (female),..
HGDP00158,0,2023,0,..,26,64,..,..
HGDP00160,0,2023,0,..,26,64,..,..
HGDP00161,0,2023,0,..,26,64,..,..
S_Mala-2,0,2023,0,..,17.72,83.32,..,..
S_Mala-3,0,2023,0,..,17.72,83.32,..,..
I4421,5150,-3127,115,child,-14.375786,33.823623,n/a (female),L0k2
I4422,5156,-3133,86,infant,-14.375786,33.823623,n/a (female),L0k1
I4421,5150,-3127,115,child,-14.375786,33.823623,n/a (female),L0k2
I4422,5156,-3133,86,infant,-14.375786,33.823623,n/a (female),L0k1
I4426,2408,-385,65,adult ,-10.786153,33.765371,n/a (female),L0f
I4426,2408,-385,65,adult ,-10.786153,33.765371,n/a (female),L0f
I4468,6039,-4016,76,..,-10.786153,33.765371,..,L0d1c
I4468,6039,-4016,76,..,-10.786153,33.765371,..,L0d1c
I11019,4300,-2277,1126,..,-10.786153,33.765371,..,..
I19528,15500,-13477,866,..,-11.659928,33.641921,..,L0d3
I19529,15500,-13477,866,..,-11.659928,33.641921,..,L5b
I2967,8018,-5995,75,..,-11.659928,33.641921,n/a (female),n/a (<2x)
I2967,8018,-5995,75,..,-11.659928,33.641921,n/a (female),n/a (<2x)
I2966,8895,-6872,91,..,-11.659928,33.641921,..,H2a2a1
I2966,8895,-6872,91,..,-11.659928,33.641921,..,H1h1
I2966,8895,-6872,91,..,-11.659928,33.641921,..,H2a2a1
I2967,8018,-5995,75,..,-11.659928,33.641921,n/a (female),L0a2
Ma555,378,1645,44,..,5.611,117.8329,..,B4b1a2
Ma554,432,1591,59,..,5.9788,116.0753,..,F3b1a+16093
Ma911,4303,-2280,67,..,5.017,101.77,..,M21b1a
JHF05,0,2023,0,..,4.5921,101.0901,n/a (female),M21a
JHM06,0,2023,0,..,4.5921,101.0901,..,M17a
Ma912,2459,-436,93,..,5.017,101.77,..,M13c
HGDP00915,0,2023,0,..,12,-12,n/a (female),..
HGDP01199,0,2023,0,..,12,-12,..,..
HGDP01284,0,2023,0,..,12,-12,..,..
HGDP01286,0,2023,0,..,12,-12,..,..
HGDP00904,0,2023,0,..,12,-12,..,..
HGDP00905,0,2023,0,..,12,-12,..,..
HGDP00906,0,2023,0,..,12,-12,..,..
HGDP00907,0,2023,0,..,12,-12,..,..
HGDP00908,0,2023,0,..,12,-12,..,..
HGDP00909,0,2023,0,..,12,-12,n/a (female),..
HGDP00910,0,2023,0,..,12,-12,n/a (female),..
HGDP00912,0,2023,0,..,12,-12,..,..
HGDP00913,0,2023,0,..,12,-12,..,..
HGDP00915,0,2023,0,..,12,-12,n/a (female),..
HGDP00917,0,2023,0,..,12,-12,n/a (female),..
HGDP01199,0,2023,0,..,12,-12,..,..
HGDP01200,0,2023,0,..,12,-12,..,..
HGDP01202,0,2023,0,..,12,-12,..,..
HGDP01283,0,2023,0,..,12,-12,..,..
HGDP01284,0,2023,0,..,12,-12,..,..
HGDP01286,0,2023,0,..,12,-12,..,..
Mansi79,0,2023,0,..,63.8,61.45,..,..
S_Mansi-2,0,2023,0,..,63.65,62.1,n/a (female),..
S_Maori-1,0,2023,0,..,-41.28333333,174.45,..,..
Mari,0,2023,0,..,..,..,..,..
NA21490,0,2023,0,..,-1.5,35.2,..,..
NA21581,0,2023,0,..,-1.5,35.2,..,..
HGDP00860,0,2023,0,..,19,-91,n/a (female),..
HGDP00871,0,2023,0,..,19,-91,n/a (female),..
HGDP00876,0,2023,0,..,19,-91,n/a (female),..
HGDP00855,0,2023,0,..,19,-91,n/a (female),..
HGDP00857,0,2023,0,..,19,-91,n/a (female),..
HGDP00854,0,2023,0,..,19,-91,n/a (female),..
HGDP00855,0,2023,0,..,19,-91,n/a (female),..
HGDP00856,0,2023,0,..,19,-91,..,..
HGDP00857,0,2023,0,..,19,-91,n/a (female),..
HGDP00858,0,2023,0,..,19,-91,n/a (female),..
HGDP00859,0,2023,0,..,19,-91,n/a (female),..
HGDP00861,0,2023,0,..,19,-91,n/a (female),..
HGDP00862,0,2023,0,..,19,-91,n/a (female),..
HGDP00863,0,2023,0,..,19,-91,n/a (female),..
HGDP00864,0,2023,0,..,19,-91,n/a (female),..
HGDP00865,0,2023,0,..,19,-91,n/a (female),..
HGDP00868,0,2023,0,..,19,-91,n/a (female),..
HGDP00869,0,2023,0,..,19,-91,n/a (female),..
HGDP00870,0,2023,0,..,19,-91,n/a (female),..
HGDP00872,0,2023,0,..,19,-91,n/a (female),..
HGDP00873,0,2023,0,..,19,-91,n/a (female),..
HGDP00875,0,2023,0,..,19,-91,n/a (female),..
HGDP00877,0,2023,0,..,19,-91,..,..
HGDP00877,0,2023,0,..,..,..,..,..
HGDP00449,0,2023,0,..,1,29,..,..
HGDP00474,0,2023,0,..,1,29,..,..
HGDP00476,0,2023,0,..,1,29,n/a (female),..
HGDP00982,0,2023,0,..,1,29,..,..
HGDP00449,0,2023,0,..,1,29,..,..
HGDP00462,0,2023,0,..,1,29,..,..
HGDP00463,0,2023,0,..,1,29,..,..
HGDP00467,0,2023,0,..,1,29,..,..
HGDP00474,0,2023,0,..,1,29,..,..
HGDP00476,0,2023,0,..,1,29,n/a (female),..
HGDP00478,0,2023,0,..,1,29,..,..
HGDP00982,0,2023,0,..,1,29,..,..
HGDP00984,0,2023,0,..,1,29,..,..
HGDP01081,0,2023,0,..,1,29,..,..
HG03078,0,2023,0,..,8.5,-13.2,..,..
HG03085,0,2023,0,..,8.5,-13.2,n/a (female),..
I10859,340,1683,40,..,20.24,-90.46,n/a (female),B2
I10861,340,1683,40,..,20.24,-90.46,..,B2+16278
I10862,340,1683,40,..,20.24,-90.46,..,A2
I10863,340,1683,40,..,20.24,-90.46,n/a (female),A2m
I8555,388,1635,45,..,20.24,-90.46,n/a (female),A2+(64)
I8556,340,1683,40,..,20.24,-90.46,n/a (female),A2r
I8557,340,1683,40,..,20.24,-90.46,n/a (female),A2+(64)
I8559,431,1592,58,..,20.24,-90.46,..,R
I10860,340,1683,40,..,20.24,-90.46,n/a (female),L3e2b+152
I8558,340,1683,40,..,20.24,-90.46,..,X2d2
BC23,500,1523,144,..,31.89,-116.47,..,B2g1 
BC27,500,1523,144,..,31.89,-116.47,..,B2g1 
BC28,500,1523,144,..,31.89,-116.47,..,C1c1 
B-03,2700,-677,1299,..,29.2030139,-114.7032278,..,C1b11
BC25,500,1523,144,..,31.89,-116.47,..,CZ 
BC29,500,1523,144,..,31.89,-116.47,..,CZ 
BC30,500,1523,144,..,31.89,-116.47,..,B2g1 
MOM6,3200,-1177,1588,..,27,-107.25,..,C1b 
F9,3200,-1177,1588,..,27,-107.25,..,C 
S_Zapotec-1,0,2023,0,..,16.5,-97.2,..,..
S_Zapotec-2,0,2023,0,..,16.5,-97.2,..,..
Mezmaiskaya2_final,43449,-41426,769,..,44.166667,40,..,..
HGDP01191,0,2023,0,..,28,109,..,..
HGDP01198,0,2023,0,..,28,109,n/a (female),..
HGDP01189,0,2023,0,..,28,109,..,..
HGDP01190,0,2023,0,..,28,109,..,..
HGDP01191,0,2023,0,..,28,109,..,..
HGDP01192,0,2023,0,..,28,109,..,..
HGDP01193,0,2023,0,..,28,109,..,..
HGDP01194,0,2023,0,..,28,109,..,..
HGDP01195,0,2023,0,..,28,109,..,..
HGDP01196,0,2023,0,..,28,109,n/a (female),..
HGDP01197,0,2023,0,..,28,109,n/a (female),..
HGDP01198,0,2023,0,..,28,109,n/a (female),..
I7111,383,1640,40,..,6.883333,158.233333,..,..
I7112,399,1624,53,..,6.883333,158.233333,n/a (female),B4b1a2i
I7113,488,1535,26,..,6.883333,158.233333,n/a (female),..
I30476,514,1509,8,..,6.844504,158.335674,n/a (female),B4b1a2i
I30477,246,1777,64,..,6.844504,158.335674,..,B4a1a1a18
I30478,246,1777,64,..,6.844504,158.335674,..,B4a1a1a18
I30479,288,1735,48,..,6.844504,158.335674,..,B4a1a1
I30480,523,1500,9,..,6.844504,158.335674,..,B4b1a2i
I30482,500,1523,29,..,6.844504,158.335674,n/a (female),B4b1a2i
I30483,504,1519,10,..,6.844504,158.335674,..,B4b1a2i
I30481,500,1523,29,..,6.844504,158.335674,..,B4b1a2i
